atom,orbital,Z,epsilon,npts,r_core_min,prob_rel_cut,alpha,fa_max_abs,fa_r_at_max,fa_tail_abs,fa_r_tail,fa_rms_P,fa_mean_P,fa_p99_abs,fa_Zeff_tail_err,cache_present,cache_max_abs,cache_r_at_max,cache_tail_abs,cache_r_tail,cache_rms_P,cache_mean_P,cache_p99_abs,cache_Zeff_tail_err
Ga,3d,31,-1.1933737,119,0.5,1e-06,0.6666666666666666,0.2594519180331364,5.869358740584324,0.2594519180331364,5.869358740584324,0.0662535262260246,-0.017418970194376843,0.24455883977509185,0.0021549876024202774,1,0.2594111115464862,5.869358740584324,0.2594111115464862,5.869358740584324,0.126184867912351,-0.06579987156883915,0.2445095458434971,0.0
Ge,1s,32,-405.2444503,0,0.5,1e-06,0.6666666666666666,nan,nan,nan,nan,nan,nan,nan,0.0022253289905407314,1,nan,nan,nan,nan,nan,nan,nan,0.0
Ge,2s,32,-52.150339,36,0.5,1e-06,0.6666666666666666,19.92070853622397,1.0480926671279738,19.92070853622397,1.0480926671279738,2.830298780174602,2.4483940188843047,19.444014378255012,0.0022253289905407314,1,19.8503270628754,1.0480926671279738,19.8503270628754,1.0480926671279738,3.1555657871729856,2.788796942946508,19.37232163002521,0.0
Ge,3s,32,-7.1910003,82,0.5,1e-06,0.6666666666666666,0.7662225926173623,2.7230758553914254,0.7662225926173623,2.7230758553914254,0.11333595514642836,0.0841194259605164,0.6661492513714199,0.0022253289905407314,1,0.7631342888453538,2.7230758553914254,0.7631342888453538,2.7230758553914254,0.16090816265154245,0.13723261504415962,0.6628090417227313,0.0
Ge,4s,32,-0.5533671,146,0.5,1e-06,0.6666666666666666,16.870763230870242,0.7364711663555963,0.07516072093243747,10.279644115931532,0.32574146902707,0.2879997825148673,3.7898457225972626,0.0022253289905407314,1,17.510407963518464,0.7364711663555963,0.07516937777521387,10.279644115931532,0.19090119967841734,0.1688376129634715,3.5859361256826103,0.0
Ge,2p,32,-46.2361639,36,0.5,1e-06,0.6666666666666666,18.17386057791174,1.0480926671279738,18.17386057791174,1.0480926671279738,2.4697721064185587,2.064849613998058,17.71072034495409,0.0022253289905407314,1,18.103479149093957,1.0480926671279738,18.103479149093957,1.0480926671279738,2.7876666217853088,2.4027434248652915,17.63902764355816,0.0
Ge,3p,32,-5.1616015,90,0.5,1e-06,0.6666666666666666,1.7787692179852352,3.2149522869288067,1.7787692179852352,3.2149522869288067,0.09588911228509807,0.06680590777517299,1.6403198072425977,0.0022253289905407314,1,1.7774293817847666,3.2149522869288067,1.7774293817847666,3.2149522869288067,0.13285807453171303,0.10577103671656002,1.6388396864621453,0.0
Ge,4p,32,-0.2873527,161,0.5,1e-06,0.6666666666666666,20.761106645315788,0.7837883349108461,0.003389603794588192,14.034382715043305,0.21860725227430483,0.1852370649163228,3.520396984918137,0.0022253289905407314,1,21.45529673669758,0.7837883349108461,0.0032417068186434417,14.034382715043305,0.09953999487169828,0.07586963837058726,3.6659942061508755,0.0
Ge,3d,32,-1.6348997,112,0.5,1e-06,0.6666666666666666,0.4425461098645256,5.07563298834418,0.4425461098645256,5.07563298834418,0.12943752786276377,-0.09302456136196575,0.41690718334863675,0.0022253289905407314,1,0.44248295918939995,5.07563298834418,0.44248295918939995,5.07563298834418,0.16503522953832014,-0.11269328017334299,0.41683111673697937,0.0
As,1s,33,-432.5862026,0,0.5,1e-06,0.6666666666666666,nan,nan,nan,nan,nan,nan,nan,0.002299093162143606,1,nan,nan,nan,nan,nan,nan,nan,0.0
As,2s,33,-56.3098277,34,0.5,1e-06,0.6666666666666666,20.42115417252746,1.005474322910658,20.42115417252746,1.005474322910658,3.0492818218466535,2.5968235389215852,19.94353425374516,0.002299093162143606,1,20.340399593674114,1.005474322910658,20.340399593674114,1.005474322910658,3.3700043843651546,2.936822876749944,19.86138678160429,0.0
As,3s,33,-8.0296221,80,0.5,1e-06,0.6666666666666666,1.0028780185742487,2.6123480659747256,1.0028780185742487,2.6123480659747256,0.17588631236509503,0.1356923791132596,0.8611190789766136,0.002299093162143606,1,0.9998364625190703,2.6123480659747256,0.9998364625190703,2.6123480659747256,0.23776161096567927,0.20946631554307804,0.8578139337410182,0.0
As,4s,33,-0.6858969,140,0.5,1e-06,0.6666666666666666,16.883154824376017,0.706524213516131,0.025653862693299723,9.075947711244547,0.3231411049772427,0.2849566487998248,4.197919397053854,0.002299093162143606,1,16.25674757531014,0.706524213516131,0.025664028068093203,9.075947711244547,0.19466687852854692,0.16889398661649688,4.35463773348588,0.0
As,2p,33,-50.1537452,34,0.5,1e-06,0.6666666666666666,18.477067077658965,1.005474322910658,18.477067077658965,1.005474322910658,2.683779759318278,2.1798686349732836,18.064174372091248,0.002299093162143606,1,18.396312663984354,1.005474322910658,18.396312663984354,1.005474322910658,2.994350379283005,2.5174011407831136,17.982027067755755,0.0
As,3p,33,-5.8806934,86,0.5,1e-06,0.6666666666666666,1.5000249522556781,2.9588103941907598,1.5000249522556781,2.9588103941907598,0.1406374810650827,0.09233155339356726,1.3767088177702709,0.002299093162143606,1,1.4984668274789086,2.9588103941907598,1.4984668274789086,2.9588103941907598,0.1880303031191008,0.15330821892599436,1.3749864312794933,0.0
As,4p,33,-0.3694825,153,0.5,1e-06,0.6666666666666666,14.678928247359998,0.7364711663555963,0.03593007019704614,11.887171349956482,0.21617077081700178,0.18277310240483063,4.804582314470817,0.002299093162143606,1,15.369920784855708,0.7364711663555963,0.03580971071964906,11.887171349956482,0.10526554829658742,0.0725635689260467,4.7791828487794845,0.0
As,3d,33,-2.1126572,107,0.5,1e-06,0.6666666666666666,0.6760446180102238,4.575288308666017,0.6760446180102238,4.575288308666017,0.20810661993723026,-0.17278840182851052,0.6379498766079748,0.002299093162143606,1,0.6759718382700124,4.575288308666017,0.6759718382700124,4.575288308666017,0.21309228386464135,-0.16578305957172992,0.6378621645926354,0.0
Se,1s,34,-460.8674045,0,0.5,1e-06,0.6666666666666666,nan,nan,nan,nan,nan,nan,nan,0.0023713074703266557,1,nan,nan,nan,nan,nan,nan,nan,0.0
Se,2s,34,-60.6688726,32,0.5,1e-06,0.6666666666666666,20.27681117346959,0.9645889583437024,20.27681117346959,0.9645889583437024,3.2906447522889937,2.7557190644969354,19.810091922212994,0.0023713074703266557,1,20.18516256385579,0.9645889583437024,20.18516256385579,0.9645889583437024,3.607429566768738,3.0961879250145787,19.716974602216524,0.0
Se,3s,34,-8.9321018,77,0.5,1e-06,0.6666666666666666,1.5310193411980668,2.454641057262016,1.5310193411980668,2.454641057262016,0.25344942558489486,0.2067194635810123,1.342055715894195,0.0023713074703266557,1,1.5274725914693734,2.454641057262016,1.5274725914693734,2.454641057262016,0.3320247776909541,0.3008417546139287,1.338210206790059,0.0
Se,4s,34,-0.8373814,136,0.5,1e-06,0.6666666666666666,10.096485453211875,0.66387146683662,0.08530183068891073,8.352848200685248,0.29645699654544316,0.2526057238251673,6.279560017252521,0.0023713074703266557,1,10.730735775367142,0.66387146683662,0.08531083846214071,8.352848200685248,0.16950612362781542,0.13522742664183607,5.884162055197834,0.0
Se,2p,34,-54.2689002,32,0.5,1e-06,0.6666666666666666,18.54957034007612,0.9645889583437024,18.54957034007612,0.9645889583437024,2.8896698900082423,2.2775269492725494,18.14836425020205,0.0023713074703266557,1,18.457921724540316,0.9645889583437024,18.457921724540316,0.9645889583437024,3.1937114766725627,2.615599438394274,18.05524692487993,0.0
Se,3p,34,-6.6615222,84,0.5,1e-06,0.6666666666666666,2.558382414990001,2.838496986981322,2.558382414990001,2.838496986981322,0.1928274615787432,0.13352447411790835,2.368242480315091,0.0023713074703266557,1,2.5567796137346064,2.838496986981322,2.5567796137346064,2.838496986981322,0.2542966648643124,0.21599550259149267,2.3664701222151185,0.0
Se,4p,34,-0.4028543,149,0.5,1e-06,0.6666666666666666,10.99371791414896,0.706524213516131,0.060971161825726705,10.940095842410463,0.24173541682417557,0.2118129374794782,5.584446574001517,0.0023713074703266557,1,10.312413535642179,0.706524213516131,0.060831955203518584,10.940095842410463,0.12552252241384643,0.09664262378625164,5.725413997075611,0.0
Se,3d,34,-2.6496262,102,0.5,1e-06,0.6666666666666666,0.91857168765398,4.124266501436902,0.91857168765398,4.124266501436902,0.29424518956150414,-0.26168131970295616,0.8742253075226605,0.0023713074703266557,1,0.9184524448983336,4.124266501436902,0.9184524448983336,4.124266501436902,0.2694200929490362,-0.22950514129884478,0.8740839515339718,0.0
Br,1s,35,-490.0603389,0,0.5,1e-06,0.6666666666666666,nan,nan,nan,nan,nan,nan,nan,0.002440420451200964,1,nan,nan,nan,nan,nan,nan,nan,0.0
Br,2s,35,-65.1999591,30,0.5,1e-06,0.6666666666666666,19.47820051419363,0.9253661056854894,19.47820051419363,0.9253661056854894,3.532450845334578,2.9147628333557285,19.045767059062843,0.002440420451200964,1,19.37583791973644,0.9253661056854894,19.37583791973644,0.9253661056854894,3.845616815063165,3.2556169963357053,18.941869905924356,0.0
Br,3s,35,-9.8718922,75,0.5,1e-06,0.6666666666666666,2.3394207689535342,2.3548285685485775,2.3394207689535342,2.3548285685485775,0.35051291108349814,0.3010141816234281,2.0981664549135264,0.002440420451200964,1,2.335847270545173,2.3548285685485775,2.335847270545173,2.3548285685485775,0.4466117022952296,0.4141559002103362,2.0942877600017638,0.0
Br,4s,35,-0.9926803,132,0.5,1e-06,0.6666666666666666,31.368524134743954,0.6368766184066359,0.09809732300951246,7.68735952249371,0.26159108053468644,0.20992389825275554,5.390495845975586,0.002440420451200964,1,31.99539216262831,0.6368766184066359,0.09810656660171524,7.68735952249371,0.1386412890364654,0.09132083029838808,5.171948852790224,0.0
Br,2p,35,-58.5542228,30,0.5,1e-06,0.6666666666666666,18.37822007312341,0.9253661056854894,18.37822007312341,0.9253661056854894,3.0919670680213094,2.3667261601339873,17.984568035438322,0.002440420451200964,1,18.27585770360782,0.9253661056854894,18.27585770360782,0.9253661056854894,3.3895901532426187,2.705261297198614,17.880671108449867,0.0
Br,3p,35,-7.4782081,83,0.5,1e-06,0.6666666666666666,4.02192924674552,2.780187513613095,4.02192924674552,2.780187513613095,0.25818621498771455,0.19388337941537595,3.7985687776426498,0.002440420451200964,1,4.020550026276675,2.780187513613095,4.020550026276675,2.780187513613095,0.336183289446299,0.29642260938960213,3.7970365067125833,0.0
Br,4p,35,-0.4570857,144,0.5,1e-06,0.6666666666666666,5.084753995945202,0.6777949865366026,0.05898032558888483,10.06847579778219,0.2432524981121333,0.2151281344602799,3.6126922426249495,0.002440420451200964,1,5.000462984910065,0.6502339693183983,0.05882494516792752,10.06847579778219,0.12602525151197408,0.09585111122201123,3.671530310239363,0.0
Br,3d,35,-3.2201741,98,0.5,1e-06,0.6666666666666666,1.2013030925919417,3.795677666035139,1.2013030925919417,3.795677666035139,0.38705248561182026,-0.35649865079984006,1.1459611655080477,0.002440420451200964,1,1.2011534997032858,3.795677666035139,1.2011534997032858,3.795677666035139,0.3354141981299276,-0.30142019788115515,1.145785024260807,0.0
Kr,1s,36,-520.1654687,0,0.5,1e-06,0.6666666666666666,nan,nan,nan,nan,nan,nan,nan,0.002514659561953181,1,nan,nan,nan,nan,nan,nan,nan,0.0
Kr,2s,36,-69.9030823,28,0.5,1e-06,0.6666666666666666,18.1567125337028,0.8877381626075078,18.1567125337028,0.8877381626075078,3.780511765189516,3.077469442536664,17.779457605800424,0.002514659561953181,1,18.04364861803726,0.8877381626075078,18.04364861803726,0.8877381626075078,4.0901723225906705,3.418515362772889,17.66480631104708,0.0
Kr,3s,36,-10.8494654,74,0.5,1e-06,0.6666666666666666,3.619155574973158,2.3064547938592614,3.619155574973158,2.3064547938592614,0.47066202185191625,0.421160080808217,3.3163040039390057,0.002514659561953181,1,3.616004884820459,2.3064547938592614,3.616004884820459,2.3064547938592614,0.5842802645744138,0.5518376744256394,3.3128710750308867,0.0
Kr,4s,36,-1.1529352,127,0.5,1e-06,0.6666666666666666,5.420279456528328,0.6237936592243106,0.10932402755243154,7.074891702596329,0.22044543663288446,0.15748233957552524,4.576728354926262,0.002514659561953181,1,5.8197371913851,0.5984284852056333,0.10933522811752472,7.074891702596329,0.10983003744882222,0.0374632239245353,4.368896962064624,0.0
Kr,2p,36,-63.009785,28,0.5,1e-06,0.6666666666666666,18.334147951148843,0.8877381626075078,18.334147951148843,0.8877381626075078,3.3043143585148242,2.4649944305171316,17.93961969025433,0.002514659561953181,1,18.221084171226103,0.8877381626075078,18.221084171226103,0.8877381626075078,3.595939594374602,2.803805991273259,17.824968531227622,0.0
Kr,3p,36,-8.3315005,77,0.5,1e-06,0.6666666666666666,1.9851465419727683,2.454641057262016,1.9851465419727683,2.454641057262016,0.3471920467943663,0.2792753779217845,1.816786546935939,0.002514659561953181,1,1.982949803917884,2.454641057262016,1.982949803917884,2.454641057262016,0.44232673746438944,0.4006616891958197,1.8143723159557252,0.0
Kr,4p,36,-0.5241866,141,0.5,1e-06,0.6666666666666666,11.311439312651807,0.6237936592243106,0.05951789101921656,9.266299523404324,0.23349618040066827,0.2028964889020605,8.130869318318393,0.002514659561953181,1,12.01730342046671,0.6237936592243106,0.05934699601826787,9.266299523404324,0.12019683316023091,0.07987657475735321,7.845760663768993,0.0
Kr,3d,36,-3.8252344,94,0.5,1e-06,0.6666666666666666,1.4682180456385565,3.4932681822133644,1.4682180456385565,3.4932681822133644,0.48676391099069133,-0.4580844022026215,1.4082060505230358,0.002514659561953181,1,1.4680336043244078,3.4932681822133644,1.4680336043244078,3.4932681822133644,0.41148497978187915,-0.3823447783663392,1.407990169746777,0.0
